1.500000, 2.598076
1.499925, 2.597946
1.499850, 2.597816
1.499775, 2.597686
1.499700, 2.597557
1.499625, 2.597427
1.499550, 2.597297
1.499475, 2.597167
1.499400, 2.597037
1.499325, 2.596907
1.499250, 2.596777
1.499175, 2.596647
1.499100, 2.596517
1.499025, 2.596387
1.498950, 2.596258
1.498875, 2.596128
1.498800, 2.595998
1.498725, 2.595868
1.498650, 2.595738
1.498575, 2.595608
1.498500, 2.595478
1.498425, 2.595348
1.498350, 2.595218
1.498275, 2.595088
1.498200, 2.594959
1.498125, 2.594829
1.498050, 2.594699
1.497975, 2.594569
1.497900, 2.594439
1.497825, 2.594309
1.497750, 2.594179
1.497675, 2.594049
1.497600, 2.593919
1.497525, 2.593789
1.497450, 2.593659
1.497375, 2.593530
1.497300, 2.593400
1.497225, 2.593270
1.497150, 2.593140
1.497075, 2.593010
1.497000, 2.592880
1.496925, 2.592750
1.496850, 2.592620
1.496775, 2.592490
1.496700, 2.592360
1.496625, 2.592231
1.496550, 2.592101
1.496475, 2.591971
1.496400, 2.591841
1.496325, 2.591711
1.496250, 2.591581
1.496175, 2.591451
1.496100, 2.591321
1.496025, 2.591191
1.495950, 2.591061
1.495875, 2.590932
1.495800, 2.590802
1.495725, 2.590672
1.495650, 2.590542
1.495575, 2.590412
1.495500, 2.590282
1.495425, 2.590152
1.495350, 2.590022
1.495275, 2.589892
1.495200, 2.589762
1.495125, 2.589632
1.495050, 2.589503
1.494975, 2.589373
1.494900, 2.589243
1.494825, 2.589113
1.494750, 2.588983
1.494675, 2.588853
1.494600, 2.588723
1.494525, 2.588593
1.494450, 2.588463
1.494375, 2.588333
1.494300, 2.588204
1.494225, 2.588074
1.494150, 2.587944
1.494075, 2.587814
1.494000, 2.587684
1.493925, 2.587554
1.493850, 2.587424
1.493775, 2.587294
1.493700, 2.587164
1.493625, 2.587034
1.493550, 2.586904
1.493475, 2.586775
1.493400, 2.586645
1.493325, 2.586515
1.493250, 2.586385
1.493175, 2.586255
1.493100, 2.586125
1.493025, 2.585995
1.492950, 2.585865
1.492875, 2.585735
1.492800, 2.585605
1.492725, 2.585476
1.492650, 2.585346
1.492575, 2.585216
1.492500, 2.585086
1.492425, 2.584956
1.492350, 2.584826
1.492275, 2.584696
1.492200, 2.584566
1.492125, 2.584436
1.492050, 2.584306
1.491975, 2.584177
1.491900, 2.584047
1.491825, 2.583917
1.491750, 2.583787
1.491675, 2.583657
1.491600, 2.583527
1.491525, 2.583397
1.491450, 2.583267
1.491375, 2.583137
1.491300, 2.583007
1.491225, 2.582877
1.491150, 2.582748
1.491075, 2.582618
1.491000, 2.582488
1.490925, 2.582358
1.490850, 2.582228
1.490775, 2.582098
1.490700, 2.581968
1.490625, 2.581838
1.490550, 2.581708
1.490475, 2.581578
1.490400, 2.581449
1.490325, 2.581319
1.490250, 2.581189
1.490175, 2.581059
1.490100, 2.580929
1.490025, 2.580799
1.489950, 2.580669
1.489875, 2.580539
1.489800, 2.580409
1.489725, 2.580279
1.489650, 2.580149
1.489575, 2.580020
1.489500, 2.579890
1.489425, 2.579760
1.489350, 2.579630
1.489275, 2.579500
1.489200, 2.579370
1.489125, 2.579240
1.489050, 2.579110
1.488975, 2.578980
1.488900, 2.578850
1.488825, 2.578721
1.488750, 2.578591
1.488675, 2.578461
1.488600, 2.578331
1.488525, 2.578201
1.488450, 2.578071
1.488375, 2.577941
1.488300, 2.577811
1.488225, 2.577681
1.488150, 2.577551
1.488075, 2.577422
1.488000, 2.577292
1.487925, 2.577162
1.487850, 2.577032
1.487775, 2.576902
1.487700, 2.576772
1.487625, 2.576642
1.487550, 2.576512
1.487475, 2.576382
1.487400, 2.576252
1.487325, 2.576122
1.487250, 2.575993
1.487175, 2.575863
1.487100, 2.575733
1.487025, 2.575603
1.486950, 2.575473
1.486875, 2.575343
1.486800, 2.575213
1.486725, 2.575083
1.486650, 2.574953
1.486575, 2.574823
1.486500, 2.574694
1.486425, 2.574564
1.486350, 2.574434
1.486275, 2.574304
1.486200, 2.574174
1.486125, 2.574044
1.486050, 2.573914
1.485975, 2.573784
1.485900, 2.573654
1.485825, 2.573524
1.485750, 2.573394
1.485675, 2.573265
1.485600, 2.573135
1.485525, 2.573005
1.485450, 2.572875
1.485375, 2.572745
1.485300, 2.572615
1.485225, 2.572485
1.485150, 2.572355
1.485075, 2.572225
1.485000, 2.572095
1.484925, 2.571966
1.484850, 2.571836
1.484775, 2.571706
1.484700, 2.571576
1.484625, 2.571446
1.484550, 2.571316
1.484475, 2.571186
1.484400, 2.571056
1.484325, 2.570926
1.484250, 2.570796
1.484175, 2.570667
1.484100, 2.570537
1.484025, 2.570407
1.483950, 2.570277
1.483875, 2.570147
1.483800, 2.570017
1.483725, 2.569887
1.483650, 2.569757
1.483575, 2.569627
1.483500, 2.569497
1.483425, 2.569367
1.483350, 2.569238
1.483275, 2.569108
1.483200, 2.568978
1.483125, 2.568848
1.483050, 2.568718
1.482975, 2.568588
1.482900, 2.568458
1.482825, 2.568328
1.482750, 2.568198
1.482675, 2.568068
1.482600, 2.567939
1.482525, 2.567809
1.482450, 2.567679
1.482375, 2.567549
1.482300, 2.567419
1.482225, 2.567289
1.482150, 2.567159
1.482075, 2.567029
1.482000, 2.566899
1.481925, 2.566769
1.481850, 2.566639
1.481775, 2.566510
1.481700, 2.566380
1.481625, 2.566250
1.481550, 2.566120
1.481475, 2.565990
1.481400, 2.565860
1.481325, 2.565730
1.481250, 2.565600
1.481175, 2.565470
1.481100, 2.565340
1.481025, 2.565211
1.480950, 2.565081
1.480875, 2.564951
1.480800, 2.564821
1.480725, 2.564691
1.480650, 2.564561
1.480575, 2.564431
1.480500, 2.564301
1.480425, 2.564171
1.480350, 2.564041
1.480275, 2.563912
1.480200, 2.563782
1.480125, 2.563652
1.480050, 2.563522
1.479975, 2.563392
1.479900, 2.563262
1.479825, 2.563132
1.479750, 2.563002
1.479675, 2.562872
1.479600, 2.562742
1.479525, 2.562612
1.479450, 2.562483
1.479375, 2.562353
1.479300, 2.562223
1.479225, 2.562093
1.479150, 2.561963
1.479075, 2.561833
1.479000, 2.561703
1.478925, 2.561573
1.478850, 2.561443
1.478775, 2.561313
1.478700, 2.561184
1.478625, 2.561054
1.478550, 2.560924
1.478475, 2.560794
1.478400, 2.560664
1.478325, 2.560534
1.478250, 2.560404
1.478175, 2.560274
1.478100, 2.560144
1.478025, 2.560014
1.477950, 2.559884
1.477875, 2.559755
1.477800, 2.559625
1.477725, 2.559495
1.477650, 2.559365
1.477575, 2.559235
1.477500, 2.559105
1.477425, 2.558975
1.477350, 2.558845
1.477275, 2.558715
1.477200, 2.558585
1.477125, 2.558456
1.477050, 2.558326
1.476975, 2.558196
1.476900, 2.558066
1.476825, 2.557936
1.476750, 2.557806
1.476675, 2.557676
1.476600, 2.557546
1.476525, 2.557416
1.476450, 2.557286
1.476375, 2.557157
1.476300, 2.557027
1.476225, 2.556897
1.476150, 2.556767
1.476075, 2.556637
1.476000, 2.556507
1.475925, 2.556377
1.475850, 2.556247
1.475775, 2.556117
1.475700, 2.555987
1.475625, 2.555857
1.475550, 2.555728
1.475475, 2.555598
1.475400, 2.555468
1.475325, 2.555338
1.475250, 2.555208
1.475175, 2.555078
1.475100, 2.554948
1.475025, 2.554818
1.474950, 2.554688
1.474875, 2.554558
1.474800, 2.554429
1.474725, 2.554299
1.474650, 2.554169
1.474575, 2.554039
1.474500, 2.553909
1.474425, 2.553779
1.474350, 2.553649
1.474275, 2.553519
1.474200, 2.553389
1.474125, 2.553259
1.474050, 2.553129
1.473975, 2.553000
1.473900, 2.552870
1.473825, 2.552740
1.473750, 2.552610
1.473675, 2.552480
1.473600, 2.552350
1.473525, 2.552220
1.473450, 2.552090
1.473375, 2.551960
1.473300, 2.551830
1.473225, 2.551701
1.473150, 2.551571
1.473075, 2.551441
1.473000, 2.551311
1.472925, 2.551181
1.472850, 2.551051
1.472775, 2.550921
1.472700, 2.550791
